measurement_idx	export_frame	x_pos	y_pos	frame
372	drying_20C_frames:frame001	505.500000000	341.500000000	77
373	drying_20C_frames:frame001	505.500000000	341.500000000	78
374	drying_20C_frames:frame001	505.500000000	341.500000000	79
375	drying_20C_frames:frame001	505.500000000	341.500000000	80
376	drying_20C_frames:frame001	505.500000000	341.500000000	81
377	drying_20C_frames:frame001	505.500000000	341.500000000	82
378	drying_20C_frames:frame001	505.500000000	341.500000000	83
379	drying_20C_frames:frame001	505.500000000	341.500000000	84
380	drying_20C_frames:frame001	505.500000000	341.500000000	85
381	drying_20C_frames:frame001	505.500000000	341.500000000	86
382	drying_20C_frames:frame001	505.500000000	341.500000000	87
383	drying_20C_frames:frame001	505.500000000	341.500000000	88
384	drying_20C_frames:frame001	505.500000000	341.500000000	89
385	drying_20C_frames:frame001	505.500000000	341.500000000	89
386	drying_20C_frames:frame001	505.500000000	341.500000000	90
387	drying_20C_frames:frame001	505.500000000	341.500000000	91
388	drying_20C_frames:frame001	505.500000000	341.500000000	92
389	drying_20C_frames:frame001	505.500000000	341.500000000	93
390	drying_20C_frames:frame001	505.500000000	341.500000000	94
391	drying_20C_frames:frame001	505.500000000	341.500000000	95
392	drying_20C_frames:frame001	505.500000000	341.500000000	96
393	drying_20C_frames:frame001	505.500000000	341.500000000	97
394	drying_20C_frames:frame001	505.500000000	341.500000000	98
395	drying_20C_frames:frame001	505.500000000	341.500000000	99
396	drying_20C_frames:frame001	505.500000000	341.500000000	100
397	drying_20C_frames:frame001	505.500000000	341.500000000	101
398	drying_20C_frames:frame001	505.500000000	341.500000000	102
399	drying_20C_frames:frame001	505.500000000	341.500000000	103
400	drying_20C_frames:frame001	505.500000000	341.500000000	104
401	drying_20C_frames:frame001	505.500000000	341.500000000	105
402	drying_20C_frames:frame001	505.500000000	341.500000000	106
403	drying_20C_frames:frame001	505.500000000	341.500000000	107
404	drying_20C_frames:frame001	505.500000000	341.500000000	108
405	drying_20C_frames:frame001	505.500000000	341.500000000	109
406	drying_20C_frames:frame001	505.500000000	341.500000000	110
407	drying_20C_frames:frame001	505.500000000	341.500000000	111
408	drying_20C_frames:frame001	505.500000000	341.500000000	112
409	drying_20C_frames:frame001	505.500000000	341.500000000	113
410	drying_20C_frames:frame001	505.500000000	341.500000000	114
411	drying_20C_frames:frame001	505.500000000	341.500000000	115
412	drying_20C_frames:frame001	505.500000000	341.500000000	116
413	drying_20C_frames:frame001	505.500000000	341.500000000	117
414	drying_20C_frames:frame001	505.500000000	341.500000000	118
415	drying_20C_frames:frame001	505.500000000	341.500000000	119
416	drying_20C_frames:frame001	505.500000000	341.500000000	120
417	drying_20C_frames:frame001	505.500000000	341.500000000	121
418	drying_20C_frames:frame001	505.500000000	341.500000000	122
419	drying_20C_frames:frame001	505.500000000	341.500000000	123
420	drying_20C_frames:frame001	505.500000000	341.500000000	124
421	drying_20C_frames:frame001	505.500000000	341.500000000	125
422	drying_20C_frames:frame001	505.500000000	341.500000000	126
423	drying_20C_frames:frame001	505.500000000	341.500000000	127
424	drying_20C_frames:frame001	505.500000000	341.500000000	128
425	drying_20C_frames:frame001	505.500000000	341.500000000	129
426	drying_20C_frames:frame001	505.500000000	341.500000000	130
427	drying_20C_frames:frame001	505.500000000	341.500000000	131
428	drying_20C_frames:frame001	505.500000000	341.500000000	132
429	drying_20C_frames:frame001	505.500000000	341.500000000	133
430	drying_20C_frames:frame001	505.500000000	341.500000000	134
431	drying_20C_frames:frame001	505.500000000	341.500000000	135
432	drying_20C_frames:frame001	505.500000000	341.500000000	136
433	drying_20C_frames:frame001	505.500000000	341.500000000	137
434	drying_20C_frames:frame001	505.500000000	341.500000000	138
435	drying_20C_frames:frame001	505.500000000	341.500000000	139
436	drying_20C_frames:frame001	505.500000000	341.500000000	140
437	drying_20C_frames:frame001	505.500000000	341.500000000	141
438	drying_20C_frames:frame001	505.500000000	343.500000000	142
